Distance	Si	Ti	Al	Mg	Fe	Mn	Ca	SumCat	Xalm	Xsps	Xprp	Xgrs	XMg	ratio_CaFe
5660	2.98476894	0.00322413	1.99356158	0.21299894	2.31913123	0.27222995	0.22092716	8.02361036	0.76670402	0.08996818	0.07035674	0.07297106	0.08402374	0.09522925
5670	2.98476894	0.00322413	1.99356158	0.21299894	2.31913123	0.27222995	0.22092716	8.02361036	0.76670402	0.08996818	0.07035674	0.07297106	0.08402374	0.09522925
5680	2.97270883	0.00389459	2.00066446	0.20867443	2.33277856	0.26891894	0.2255737	8.03291517	0.76839899	0.08858919	0.06872286	0.07428896	0.0820897	0.09681558
5690	2.97088512	0.00478032	2.00387052	0.20785328	2.33357969	0.26869068	0.2235935	8.03171033	0.7691623	0.08860631	0.06849297	0.07373842	0.08176303	0.09596755
5700	2.97591719	0.0048398	1.99959218	0.20826236	2.33463857	0.26662507	0.22027806	8.02874062	0.77058034	0.08801225	0.06872086	0.07268655	0.08186391	0.09441493
5710	2.97251405	0.0034871	2.00130916	0.20630634	2.34378887	0.26545003	0.22087573	8.03295724	0.7719019	0.08743275	0.0679195	0.07274585	0.0808599	0.09433891
5720	2.96515996	0.00304297	2.00422212	0.21344368	2.34722054	0.26278815	0.22337422	8.04012036	0.77044014	0.08625053	0.07002799	0.07328134	0.08330386	0.09522044
5730	2.99754561	0.00337347	1.98033503	0.2122717	2.32587811	0.25902569	0.22207546	8.01755986	0.77040992	0.08579809	0.0702778	0.07351419	0.08358914	0.09550914
5740	2.96516604	0.0052286	2.0055722	0.20660513	2.35543737	0.25862572	0.22123317	8.03595702	0.77412761	0.08507361	0.06801948	0.0727793	0.08072649	0.09411723
5750	2.97352915	0.00342269	1.99876013	0.21215931	2.34697472	0.25821965	0.22069233	8.0335782	0.77253962	0.08501039	0.0698062	0.07264379	0.08286758	0.09414649
5760	2.99140973	0.0046965	1.9890559	0.21126689	2.33146347	0.25200304	0.21906191	8.01993614	0.77365205	0.08362334	0.07007605	0.07264857	0.0830499	0.09402364
5770	2.97477794	0.00339542	2.00655725	0.2098483	2.33900742	0.25399212	0.22146235	8.02805522	0.77337472	0.08400352	0.06937784	0.07324392	0.08229897	0.09480052
5780	2.97060148	0.00459739	1.99971365	0.21599512	2.34829038	0.25286545	0.22189301	8.0359321	0.77258441	0.08323467	0.07110863	0.07307229	0.08428057	0.09470236
5790	2.96892214	0.00516092	2.01020402	0.21225032	2.34106893	0.24933464	0.22398583	8.03070304	0.77355184	0.08240212	0.07006622	0.07397982	0.08304648	0.09572848
5800	2.97220416	0.00410348	1.99846728	0.21323436	2.35304337	0.24739595	0.22663417	8.03383469	0.77397748	0.08138232	0.07011152	0.07452869	0.08305334	0.0963761
5810	2.96978665	0.00396652	2.00544445	0.21065189	2.35340763	0.24507653	0.22695845	8.03189387	0.77517923	0.08073181	0.06932984	0.07475911	0.08206632	0.09650816
5820	2.9747435	0.0036435	2.00570016	0.21068297	2.34624797	0.24333639	0.22556692	8.02760441	0.77532232	0.08045106	0.06962921	0.07459741	0.08241285	0.09636929
5830	2.98489528	0.0033561	1.9956265	0.21209308	2.3472475	0.23929945	0.22285573	8.02285668	0.77686385	0.07922457	0.07014408	0.0737675	0.08280344	0.09505348
5840	2.97011268	0.00339795	2.00425716	0.21594779	2.35575635	0.24130164	0.22565572	8.03240812	0.77524131	0.07942146	0.07110211	0.07423511	0.08401284	0.0958479
5850	2.98253681	0.00471315	1.9983629	0.21412284	2.34321334	0.23563787	0.22295345	8.02559682	0.77701204	0.07815165	0.07097223	0.07386408	0.08367992	0.09514486
5860	2.98299191	0.00398596	2.00182907	0.21198488	2.34152524	0.23524642	0.22654031	8.02024885	0.77662494	0.07803356	0.0702432	0.0750983	0.08292924	0.09678136
5870	2.98107364	0.00351105	1.9968125	0.21666189	2.35001399	0.2333858	0.22746386	8.02509537	0.77623845	0.07708483	0.07153673	0.07513999	0.0843664	0.09687911
5880	2.98761593	0.00355948	1.99573031	0.21905575	2.34286639	0.23285524	0.22130998	8.01892579	0.77684541	0.0772121	0.07261106	0.07333143	0.08547371	0.09449531
5890	2.98382176	0.00316944	1.99740654	0.21704383	2.34923873	0.23090299	0.22473827	8.02228949	0.77748449	0.07642257	0.07176698	0.07432596	0.08452357	0.09571658
5900	2.98294197	0.00320016	1.99451612	0.21897194	2.35089739	0.22885635	0.22880416	8.02501154	0.77654551	0.07561132	0.07230114	0.07554203	0.08516278	0.09736557
5910	2.97465664	0.00341698	2.00498605	0.2201398	2.35851339	0.22577686	0.22374962	8.0276274	0.77885177	0.07456696	0.07268138	0.07389989	0.085337	0.09496765
5920	2.96826424	0.00325345	2.00756399	0.22343427	2.35918594	0.22619921	0.22729885	8.0342007	0.77705652	0.07451726	0.07356993	0.07485629	0.08647558	0.09642799
5930	2.97396436	0.00371294	2.00577095	0.21517644	2.36311171	0.22328195	0.22473504	8.02912106	0.78092636	0.07379861	0.0710539	0.07422113	0.0834014	0.09516239
5940	2.98326106	0.0038371	1.99185486	0.21850976	2.36185704	0.22297332	0.22496065	8.02669502	0.77996073	0.07365622	0.07211003	0.07427302	0.08461277	0.09534328
5950	2.98320059	0.00313013	1.99759565	0.22005731	2.35388597	0.22105477	0.22743032	8.02338821	0.7788879	0.07314979	0.07276876	0.07519355	0.08541704	0.0966292
5960	2.98854177	0.00350422	1.99370614	0.21369688	2.35526523	0.21912545	0.22736142	8.02100077	0.78110017	0.07267164	0.07086722	0.07536098	0.08317944	0.09658146
5970	2.98662742	0.00465473	2.00106995	0.22115311	2.34820903	0.21733585	0.22127747	8.01603821	0.78076078	0.0722598	0.07346579	0.07351362	0.08599146	0.09424783
5980	2.98074111	0.00329944	2.00239974	0.21796316	2.35909656	0.21627978	0.22598779	8.02375159	0.7813962	0.07164951	0.07208339	0.0748709	0.08442718	0.09586519
5990	2.98356479	0.00322147	2.0000493	0.22197931	2.35234716	0.21476457	0.22637402	8.02407758	0.78012517	0.07122615	0.07358961	0.07505907	0.08619786	0.09631459
6000	2.99646109	0.00309546	1.98254893	0.2172951	2.3613745	0.21532971	0.22510952	8.01712368	0.78217497	0.07132687	0.07196866	0.07452951	0.08424024	0.09535504
6010	3.00145239	0.00399248	1.98083856	0.21324644	2.3589188	0.21289217	0.22368851	8.01324233	0.78414779	0.07073911	0.07080457	0.07430853	0.08280834	0.09485494
6020	2.97957182	0.0043544	2.008057	0.21775544	2.35373239	0.2114801	0.22726691	8.02187251	0.78206633	0.07028524	0.07224478	0.07540365	0.08455835	0.0965219
6030	2.97365032	0.00368771	2.00797388	0.22898535	2.3641871	0.20808752	0.22243304	8.02834515	0.78191668	0.06883313	0.07569431	0.07355588	0.0881111	0.09415341
6040	2.98304217	0.00322377	2.00482506	0.22745994	2.35467417	0.2027387	0.2247575	8.02192175	0.78249085	0.06758999	0.07504711	0.07487204	0.08712857	0.09573276
6050	2.97368954	0.00358773	2.00412361	0.2217238	2.36989847	0.20784031	0.22931539	8.031143	0.78245086	0.06863214	0.07320238	0.07571462	0.08556378	0.0968777
6060	2.99360907	0.0042508	1.98883504	0.22356315	2.3563578	0.20459048	0.2277451	8.01649377	0.78237946	0.06793712	0.07410084	0.07558258	0.08649745	0.09668136
6070	3.00066838	0.00366436	1.98228059	0.22203682	2.35941496	0.20216455	0.22363179	8.01519248	0.78461477	0.06723513	0.07380668	0.07434342	0.08596688	0.09481936
6080	2.97077639	0.00376341	2.00618993	0.22313442	2.37598589	0.20231161	0.23071967	8.03197891	0.78358354	0.0667606	0.0735295	0.07612635	0.08577505	0.09723355
6090	2.9695051	0.00321062	2.01649751	0.22176897	2.37324774	0.20141206	0.22457784	8.02796454	0.78557569	0.06669299	0.07337712	0.0743542	0.08542026	0.09471555
6100	2.99655836	0.00354458	1.98908989	0.22018048	2.36228689	0.19832816	0.22742689	8.01354218	0.7853012	0.0659562	0.07321028	0.07553232	0.08526309	0.09625853
6110	3.004666	0.00362789	1.98580974	0.22216332	2.35360483	0.19664871	0.22255607	8.00852595	0.78601198	0.06568791	0.07409994	0.07420018	0.08615218	0.09452134
6120	2.98440744	0.00467319	1.99925068	0.2225434	2.37067854	0.19453049	0.22619169	8.02031262	0.78647421	0.06456844	0.07383847	0.07511888	0.08582566	0.09562889
6130	3.00783769	0.0035331	1.9885644	0.21769377	2.35197405	0.19225657	0.22349165	8.00347869	0.78796132	0.06441028	0.07284727	0.07478113	0.08461572	0.09498183
6140	2.97504778	0.00355005	2.00968175	0.22321587	2.37900448	0.19090685	0.22460305	8.02724757	0.78830608	0.06331546	0.07386788	0.07451057	0.08565624	0.0946562
6150	2.99532749	0.00458519	1.98540639	0.22995851	2.37141764	0.18944107	0.22224816	8.0163838	0.78712184	0.06286231	0.07629319	0.07372266	0.08833297	0.09372908
6160	2.96741581	0.00357058	2.00963761	0.22917974	2.38717806	0.19053613	0.22748926	8.0333824	0.78675305	0.06279883	0.0754748	0.07497332	0.08750355	0.09533755
6170	2.97750421	0.00385754	1.99948632	0.22480477	2.39411447	0.18661347	0.22286055	8.02854885	0.79044497	0.06169498	0.07415183	0.07370822	0.08570927	0.09340658
6180	2.96784536	0.00522964	2.00773973	0.22229071	2.3939731	0.18752159	0.23025899	8.03125113	0.78905919	0.06184571	0.07320577	0.07588933	0.08488763	0.09626801
6190	3.00073392	0.00364003	1.98108394	0.22553569	2.37323929	0.18328496	0.22789242	8.0147579	0.7886088	0.06088583	0.07492	0.07558537	0.0867598	0.09593538
6200	2.98457299	0.00466136	1.99571932	0.23290422	2.37875764	0.18100833	0.22467612	8.02351197	0.78851709	0.05997781	0.07714329	0.07436181	0.0890648	0.09439166
6210	2.97305785	0.00428504	1.99382391	0.2306647	2.40409296	0.1830281	0.22728086	8.0352569	0.7892862	0.06011866	0.07587046	0.07472468	0.08770265	0.09476493
6220	2.98064425	0.00469152	2.00266592	0.22486357	2.38414989	0.17872275	0.22884574	8.02224646	0.79037692	0.05926592	0.07452875	0.07582841	0.08616412	0.09599767
6230	2.94998634	0.00428379	2.01950995	0.23294252	2.41577672	0.17701141	0.22833583	8.04410324	0.79071458	0.05808877	0.07621739	0.07497926	0.08784628	0.09507052
6240	2.95841386	0.00610401	2.00631501	0.2339286	2.41585547	0.17551611	0.22898816	8.03974094	0.79070196	0.05757008	0.07654917	0.07517878	0.08818903	0.09529657
6250	2.99143189	0.00401932	1.99357407	0.22967746	2.37102309	0.17563337	0.23196337	8.01820093	0.78821159	0.05837806	0.07631948	0.07709087	0.088253	0.09787945
6260	2.98706122	0.00326729	1.99469362	0.23189169	2.38594992	0.17361445	0.2273625	8.02092399	0.79038699	0.05751174	0.07679771	0.07530356	0.08852666	0.09536191
6270	2.99665196	0.00328018	1.98559964	0.23195085	2.38141518	0.1709914	0.22968383	8.01507487	0.79008958	0.05676349	0.0768652	0.07628173	0.08862718	0.09664507
6280	2.98252046	0.00432347	1.99818413	0.23503137	2.38612649	0.16961045	0.22902878	8.02330286	0.79020634	0.05616346	0.07780032	0.07582989	0.0896208	0.0960519
6290	2.97663892	0.0042535	2.00426604	0.23413715	2.38967331	0.16988243	0.2285214	8.02672139	0.79076266	0.05621223	0.0774693	0.07555582	0.08920385	0.09566816
6300	2.99999647	0.00412675	1.9869834	0.23455707	2.37009725	0.16757851	0.23062811	8.01080262	0.7894492	0.0557839	0.07814017	0.07662674	0.09004753	0.09717873
6310	2.98673921	0.00388291	2.00260826	0.23155973	2.37998853	0.16598284	0.22851321	8.01687281	0.79192185	0.05518407	0.07695372	0.07594036	0.08856257	0.09600817
6320	2.99049291	0.00339731	1.99786278	0.23549896	2.38002458	0.16481505	0.22741764	8.01484756	0.79130941	0.05479826	0.07830218	0.07559014	0.0900176	0.09559112
6330	2.97129299	0.00421525	2.00596187	0.23772799	2.39717693	0.16655947	0.23080974	8.02927742	0.79060122	0.05492254	0.07838627	0.07608996	0.09017293	0.09630992
6340	2.97724504	0.00337945	2.00383632	0.23896842	2.39307416	0.16220831	0.2309528	8.02525021	0.791066	0.05361236	0.0789988	0.07632285	0.09076877	0.09654433
6350	2.97299379	0.00446064	2.00826102	0.23509943	2.39958136	0.16209324	0.22865751	8.02568311	0.79317144	0.05358746	0.0776838	0.07555729	0.08917829	0.09532937
6360	2.97488568	0.00431706	2.0042712	0.23914157	2.39354893	0.16211523	0.23150706	8.02753661	0.79091289	0.05359337	0.07897366	0.07652008	0.09075709	0.09683016
6370	2.97517914	0.00400197	2.00720963	0.24107672	2.38715469	0.16091184	0.23270113	8.02633943	0.79004506	0.05327014	0.07969081	0.07699399	0.09158727	0.09753216
6380	2.9840252	0.00341122	1.99693847	0.23789893	2.39138858	0.15914576	0.23228901	8.02321049	0.79168371	0.05266734	0.0787495	0.07689944	0.09044634	0.09721676
6390	2.98334859	0.00304571	2.00247704	0.23822833	2.38876818	0.15936287	0.22877174	8.02073191	0.79231352	0.05286251	0.07898344	0.07584053	0.09062941	0.09579376
6400	2.96615805	0.00377868	2.00992118	0.23957536	2.40858432	0.15922471	0.22899745	8.03396564	0.79310172	0.05244214	0.07895256	0.07550358	0.09053872	0.09533324
6410	2.97154056	0.00358635	2.00367323	0.24278203	2.40464145	0.15906721	0.2288684	8.03191373	0.79222993	0.05240124	0.07997109	0.07539774	0.09167044	0.09524035
6420	2.99929112	0.00383877	1.9769454	0.23766922	2.39706767	0.15600659	0.22724441	8.01873163	0.79426969	0.0516873	0.07877577	0.07526724	0.09021457	0.09483367
6430	2.9749614	0.00343958	2.00491407	0.23705228	2.40376808	0.15777113	0.22657802	8.02979944	0.79460874	0.05215405	0.07835419	0.07488303	0.08974547	0.0943616
6440	2.97612943	0.00477867	2.0024426	0.23955668	2.40948215	0.1561159	0.22033366	8.0269021	0.79641168	0.05161067	0.07915799	0.07281965	0.0903915	0.09155011
6450	2.9946009	0.00483358	1.99223607	0.23807796	2.39369019	0.15495948	0.2175458	8.01295098	0.79677927	0.05154115	0.07927729	0.07240229	0.09048287	0.09101627
6460	2.98648221	0.00321653	2.00096544	0.24493168	2.39755238	0.15501227	0.21421123	8.01726537	0.79611261	0.05146899	0.08129911	0.07111929	0.09261014	0.08941122
6470	3.00536018	0.00305163	1.98270689	0.24478329	2.38478626	0.15390331	0.21487743	8.01100048	0.7955027	0.05128595	0.0816556	0.07155575	0.0930494	0.09006959
6480	2.98221983	0.00413874	1.9977287	0.24437041	2.40982075	0.15289456	0.21299567	8.02538551	0.79787816	0.05065581	0.08093783	0.0705282	0.09209002	0.08853276
6490	2.97992018	0.00315118	2.00113624	0.24115237	2.41066849	0.15404249	0.21839299	8.02425709	0.79720823	0.05092491	0.07969044	0.07217642	0.09082746	0.0906207
6500	2.9849966	0.00298486	1.99714506	0.24934488	2.40770683	0.15294664	0.21035758	8.02140959	0.79723456	0.05065449	0.08250139	0.06960956	0.09375296	0.08739985
6510	2.97961186	0.00356303	2.00375703	0.24373306	2.41283034	0.15325141	0.20930907	8.02396024	0.79920036	0.05074899	0.08071609	0.06933457	0.09168947	0.08683038
6520	2.97858832	0.00307266	1.99942201	0.24777292	2.41939729	0.15250452	0.20883984	8.02776444	0.79890096	0.0503546	0.08180377	0.06894067	0.09285263	0.08637234
6530	2.97232314	0.00469681	1.99898344	0.2519618	2.42858549	0.15158271	0.20569769	8.03314556	0.79942518	0.0498728	0.08297632	0.0677257	0.09399745	0.08479365
6540	2.98659074	0.00381009	1.99050705	0.24892993	2.42216156	0.15004817	0.20356722	8.02307651	0.80084951	0.04961357	0.08228271	0.06725421	0.09312702	0.08408255
6550	3.00753158	0.00303538	1.97098663	0.24313254	2.42306279	0.15038149	0.1969618	8.01278723	0.80411755	0.04984401	0.08070147	0.06533696	0.09115984	0.08136325
6560	2.9691416	0.00358449	2.01146612	0.24498938	2.43459431	0.15313806	0.19654308	8.02986909	0.8037931	0.05058207	0.08076451	0.06486033	0.09121701	0.08081908
6570	2.97912001	0.00457234	1.99890774	0.24795314	2.43773039	0.1473217	0.19226105	8.02599883	0.80573989	0.04871552	0.0819817	0.06356288	0.09231784	0.07900847
6580	2.98881577	0.00360255	1.99457464	0.25312184	2.42842288	0.14701605	0.18668505	8.01848014	0.80546896	0.04873423	0.08392868	0.06186813	0.0943309	0.07695058
6590	2.97975412	0.00312814	2.00484406	0.25503472	2.43837377	0.14556115	0.17896164	8.02373381	0.8080347	0.04822841	0.08447678	0.0592601	0.0946163	0.07349388
6600	2.97321224	0.00394485	2.00744785	0.25831903	2.44859231	0.14452533	0.17377278	8.02855803	0.80945835	0.04776077	0.08534137	0.05743951	0.09534647	0.07111069
6610	2.99176161	0.0040713	1.98651674	0.26138483	2.44766607	0.14141747	0.16841042	8.0207327	0.81084818	0.04684768	0.08657676	0.05572739	0.09644553	0.06887747
6620	2.99525342	0.00324699	1.99649462	0.2599528	2.43600119	0.14149348	0.162352	8.01171007	0.81207771	0.04713506	0.08671555	0.05407168	0.096434	0.06671098
6630	2.97855761	0.00408064	2.00204035	0.26035899	2.4556564	0.14175903	0.16526732	8.02496279	0.81231495	0.04690126	0.08608809	0.0546957	0.0957746	0.06743204
6640	2.98472094	0.00330692	1.99174858	0.26736557	2.46145457	0.13884489	0.15877226	8.02598199	0.81334036	0.04587558	0.08833073	0.05245333	0.09792424	0.06459953
6650	2.99597173	0.00322589	1.9858413	0.26844528	2.4579893	0.13598978	0.15158439	8.01683238	0.81560602	0.04509626	0.08906055	0.05023718	0.09843455	0.06167864
6660	2.98355222	0.00366092	1.99525498	0.27059453	2.46674551	0.13480437	0.15066838	8.02503786	0.81608782	0.04460468	0.08949781	0.0498097	0.09880428	0.06109018
6670	2.98071139	0.00402758	2.0005982	0.26525094	2.47245722	0.13473927	0.14644259	8.02569668	0.81905222	0.0446118	0.08782533	0.04851064	0.09683464	0.05927234
6680	2.9934061	0.00336899	1.99144543	0.26815614	2.47030241	0.13252624	0.13996016	8.01583892	0.82047114	0.04400949	0.08904476	0.04647461	0.09789727	0.05670295
6690	2.99074769	0.00419383	1.99404545	0.27180246	2.46834414	0.12891358	0.1398589	8.01816548	0.82041492	0.04283846	0.0902837	0.04646292	0.09912902	0.05667811
6700	2.99256454	0.00323794	1.99291893	0.27226282	2.47452616	0.12745052	0.13606766	8.01644752	0.82209318	0.0423379	0.09038921	0.04517971	0.09904191	0.05498683
6710	2.99446645	0.00348844	1.99026754	0.2773905	2.47386028	0.12615364	0.13127766	8.01703572	0.82224094	0.04192703	0.09220197	0.04363006	0.10081714	0.05308451
6720	2.99581169	0.00371512	1.99053189	0.2772922	2.48008531	0.12405252	0.1245445	8.01438125	0.82508196	0.04127943	0.09221027	0.04142834	0.10052439	0.05023982
6730	2.98436953	0.00330098	1.99917481	0.27484217	2.49257998	0.12214163	0.12680696	8.02226813	0.82640673	0.04049435	0.09106963	0.04202929	0.09925191	0.05088157
6740	2.99169806	0.00439849	1.98835279	0.28461515	2.4899412	0.12143126	0.12069276	8.01832439	0.82540777	0.04025827	0.09432808	0.04000588	0.10255207	0.04848829
6750	3.00068765	0.00316466	1.98529081	0.27707353	2.49392532	0.11784553	0.11702124	8.01210494	0.82972086	0.03920671	0.09214732	0.03892512	0.09994862	0.04693111
6760	2.99612499	0.0037484	1.99014265	0.28721547	2.49147318	0.11728455	0.11005093	8.01407042	0.8288985	0.03901662	0.09547965	0.03660523	0.10328526	0.04417574
6770	2.99969898	0.00408105	1.98511258	0.28823449	2.49529972	0.11510192	0.1064692	8.01332943	0.83040452	0.03831162	0.09588287	0.03540099	0.10349971	0.04264836
6780	2.98549385	0.00370269	1.99437635	0.28886668	2.51703307	0.11321827	0.10104038	8.02349928	0.83351009	0.03747997	0.09558358	0.03342636	0.10287735	0.04014619
6790	2.99460541	0.00346897	1.99265162	0.28651808	2.5070935	0.11398541	0.09740034	8.01547629	0.83428329	0.0379403	0.09537573	0.03240068	0.10258293	0.03886354
6800	2.98473501	0.00392965	1.98542795	0.29733891	2.53013513	0.11255831	0.09393235	8.02918544	0.83388651	0.03711216	0.09801925	0.03098208	0.10515672	0.03718434
6810	2.99177098	0.00355484	1.98710992	0.29786572	2.52241039	0.11098643	0.08693887	8.02160128	0.8358038	0.03681865	0.098503	0.02887455	0.1053122	0.03453493
6820	3.02470137	0.00351003	1.96327259	0.28681144	2.50778644	0.10900176	0.08361608	8.00160493	0.83945009	0.03649953	0.09603386	0.02801652	0.10264291	0.0333878
6830	2.99454312	0.00368078	1.98607201	0.3199003	2.50807083	0.10587369	0.08087945	8.02065711	0.83370145	0.03534321	0.10466822	0.02702081	0.11107116	0.03221441
6840	2.9932933	0.00345705	1.98689035	0.3096364	2.51801155	0.10576993	0.08178498	8.02271263	0.83649607	0.03526733	0.10159203	0.02729443	0.10793057	0.03248918
6850	2.99770023	0.00352165	1.98568616	0.28498388	2.53584473	0.10698381	0.08114493	8.01600469	0.84283704	0.03561247	0.09455766	0.02699283	0.10084545	0.03204266
6860	2.99315216	0.00335742	1.98838486	0.29019974	2.53636735	0.10600682	0.08023642	8.02089119	0.84194642	0.03517759	0.09623095	0.02664504	0.10254538	0.03164841
6870	2.99456725	0.00330094	1.98974097	0.2956976	2.52615594	0.10545279	0.08254564	8.01706151	0.83935054	0.03503357	0.09817187	0.02744402	0.10470664	0.03270455
6880	2.99510727	0.00377157	1.97504106	0.2871824	2.55723033	0.10339119	0.07953571	8.02594173	0.84442873	0.03425125	0.09499269	0.02632733	0.10114328	0.03121611
6890	2.98417015	0.00358589	1.97494253	0.29862395	2.57237967	0.10000887	0.08031901	8.03551531	0.84303584	0.03287231	0.09769603	0.02639582	0.10377881	0.0313124
6900	2.95849291	0.00342123	2.01151388	0.29370104	2.58473277	0.09907922	0.07207982	8.04259447	0.84750458	0.03267327	0.09629665	0.02380227	0.10198279	0.02815951
6910	2.96651711	0.00357397	2.00076489	0.29079402	2.58292305	0.09961307	0.07426445	8.04060236	0.84744754	0.03285756	0.09519013	0.02450477	0.10095148	0.02897812
6920	2.98530895	0.00348013	1.99040964	0.28693083	2.56215945	0.10154047	0.07376068	8.0285407	0.84714645	0.03362625	0.09477538	0.02445193	0.10059768	0.0288844
6930	2.97979285	0.00359154	1.99483522	0.28785131	2.56484094	0.09964916	0.075897	8.03205902	0.84685084	0.03297121	0.09503977	0.02513818	0.10090836	0.02973578
6940	2.99500065	0.00322277	1.98738453	0.28145265	2.55218156	0.09867729	0.07893578	8.01931341	0.84767301	0.03274833	0.09337479	0.02620387	0.09922244	0.03092587
6950	2.98923698	0.00349341	1.98908354	0.2946863	2.54437058	0.1008849	0.08135907	8.02234089	0.84210468	0.03338974	0.09759091	0.02691468	0.10385138	0.03197503
6960	2.99643105	0.00335772	1.98745051	0.29607836	2.52857306	0.09926117	0.08499568	8.0168244	0.84038588	0.03299324	0.09837804	0.02824284	0.10479438	0.03361885
6970	2.99417237	0.00337344	1.98871907	0.29947032	2.52826188	0.09982387	0.08489563	8.01758644	0.83932573	0.03314312	0.09935459	0.02817656	0.10584531	0.03359238
6980	2.98690346	0.00322322	1.99468694	0.29535275	2.53739022	0.10069857	0.0850826	8.02172194	0.84060525	0.03335933	0.0978439	0.02819152	0.10425715	0.03355773
6990	2.98210458	0.00327653	1.99443653	0.29954142	2.54668906	0.09941633	0.08074075	8.02859605	0.84148427	0.03291301	0.09886816	0.02673456	0.10510987	0.03179507
7000	2.9767937	0.0033355	2.00164352	0.29540679	2.55425243	0.09904175	0.0786776	8.02983082	0.84394005	0.0328108	0.09745625	0.026086	0.10348454	0.03094847
7010	2.9810874	0.00329304	1.99590647	0.29594899	2.55760618	0.09768766	0.07308016	8.03083501	0.84561808	0.03235148	0.09782511	0.02420534	0.10366953	0.02865791
7020	2.98868129	0.00341187	1.98781397	0.29924824	2.55294942	0.09925227	0.07264167	8.02411598	0.84414996	0.03285232	0.09894302	0.0240547	0.10488549	0.02851462
7030	2.99563222	0.00346383	1.983898	0.30325093	2.54556524	0.09757379	0.06821628	8.02042638	0.8443581	0.03244225	0.10050342	0.02269623	0.10634555	0.02690587
7040	2.99167431	0.00329795	1.99104728	0.29829686	2.54759977	0.09738401	0.07041568	8.01929237	0.84550224	0.03234096	0.09898689	0.02316992	0.10478486	0.02748244
7050	3.0026032	0.00320046	1.98035988	0.30909288	2.53832175	0.09670427	0.06426827	8.01348208	0.84379377	0.03213932	0.10271723	0.02134968	0.10851495	0.02531433
7060	3.00010548	0.0033763	1.98556802	0.30757568	2.53787813	0.09516643	0.0619255	8.01598932	0.84530779	0.0316784	0.10237018	0.02064363	0.10802222	0.0244505
7070	2.98651641	0.00334992	1.99391093	0.30448962	2.55656447	0.09638673	0.0604934	8.02464493	0.84696383	0.03196616	0.10095929	0.02011072	0.106528	0.02379091
7080	2.99193354	0.0035095	1.98447519	0.30798093	2.55683014	0.0945455	0.06199118	8.02337276	0.84621275	0.03130907	0.10192323	0.02055496	0.10751527	0.02433459
7090	2.99022667	0.00333845	1.98795064	0.30174764	2.56457054	0.09336661	0.0602751	8.02344347	0.84894371	0.03098069	0.10007353	0.02000208	0.10550904	0.02362824
7100	2.98531705	0.00352898	1.99804184	0.30298923	2.55775321	0.09385111	0.06106209	8.0217226	0.84822028	0.03112971	0.10039276	0.02025725	0.10583796	0.02390127
7110	2.99132498	0.00319363	1.98345586	0.30777205	2.56224015	0.092979	0.06145919	8.02508205	0.84714487	0.03076864	0.10176601	0.02032047	0.10724514	0.02400442
7120	2.9911566	0.00330386	1.98356743	0.30821137	2.56448913	0.09288097	0.05823565	8.02566664	0.84808475	0.03073585	0.1019095	0.0192699	0.10728901	0.02275204
7130	3.00382409	0.00326633	1.97486077	0.30961626	2.55216328	0.09286445	0.05853644	8.01582677	0.84704819	0.0308153	0.10271883	0.01941767	0.10814647	0.02293498
7140	2.99129671	0.00329581	1.98694284	0.3134286	2.55566053	0.09199157	0.05745271	8.02380333	0.84672974	0.03047354	0.10376494	0.01903178	0.10916577	0.02248916
7150	3.00402853	0.00309238	1.98166626	0.3114063	2.54110638	0.09181349	0.05805881	8.01291978	0.84637422	0.03057935	0.10369906	0.01934737	0.10913825	0.02286764
7160	2.9869271	0.00330535	1.99427419	0.31080133	2.55850537	0.09264613	0.05569271	8.02310873	0.8479002	0.03069889	0.10294942	0.01845149	0.10827088	0.0217747
7170	2.98797905	0.00322356	1.98484357	0.31550919	2.56579722	0.09158256	0.05798109	8.02583497	0.8465754	0.0302258	0.10407392	0.01912487	0.10947616	0.02260915
7180	2.99710012	0.00340954	1.98506984	0.30990831	2.55434925	0.09116661	0.05595019	8.01695696	0.84824404	0.03027645	0.10290557	0.01857395	0.10819046	0.02191682
7190	2.9958039	0.00309027	1.98159057	0.31330453	2.55782584	0.08955817	0.05857319	8.02087462	0.84721698	0.0296636	0.10372426	0.01939516	0.10907088	0.02290964
7200	2.9965076	0.00329953	1.98649239	0.30823832	2.55319953	0.08940339	0.05886758	8.01788502	0.84836375	0.02970674	0.10237535	0.01955416	0.10768071	0.02307259
7210	2.99324302	0.00330816	1.98345356	0.31753538	2.55757859	0.08863616	0.05765432	8.02214642	0.84652453	0.02934332	0.1050669	0.01906524	0.11040764	0.02254153
7220	2.99550938	0.00342309	1.98521465	0.31237902	2.55376045	0.0892423	0.05844402	8.01894747	0.847387	0.02961338	0.10360773	0.0193919	0.10894159	0.02290597
7230	3.00390863	0.00336577	1.97717151	0.30692813	2.55778308	0.0872511	0.056651	8.01522047	0.8502214	0.02900197	0.10194821	0.01882842	0.10707046	0.02216533
7240	3.0199518	0.00324628	1.9523624	0.31619429	2.55421718	0.08749112	0.05601457	8.0117638	0.84752398	0.02901811	0.10486213	0.01859577	0.11009017	0.02195479
7250	3.01055986	0.00332488	1.96360293	0.30848073	2.56388331	0.08719783	0.05627948	8.0154132	0.85022762	0.02890705	0.10221757	0.01864776	0.10732229	0.02194578
